sentence1,sentence2,score
Software vulnerabilities exploitation,"Attacker can modify the hardware or changing or disabling physical sensors, memories and features.",0.367249459028244
Software vulnerabilities exploitation,"An attacker changes circuits of a device to extractsensitive data, such as cryptographic keys.",0.3674093186855316
Software vulnerabilities exploitation,Attacker operates phisically on the TC by tampering the device firmware.,0.3720184862613678
Software vulnerabilities exploitation,An attacker could perform remote control by installing remotely his own software on the device.,0.453752338886261
Software vulnerabilities exploitation,Reprogramming the USB/CD device's firmware to execute malicious actions.,0.385874480009079
Software vulnerabilities exploitation,An adversary can exploit the vulnerabilities o USB svstems on-board venice.,0.5237398147583008
Software vulnerabilities exploitation,An adversary can identify or track the vehicle from the sensor.,0.3219555616378784
Software vulnerabilities exploitation,"For wireless communication channel, messages can be captured, analyze, and replayed.",0.27512627840042114
Software vulnerabilities exploitation,Possibility to discover and control the behaviour and profile of the driver.,0.295437753200531
Software vulnerabilities exploitation,An adversary relates pseudonymous positions to specific vehicles.,0.2903580665588379
Software vulnerabilities exploitation,Mobile App spoofing,0.3266858458518982
Software vulnerabilities exploitation,Smart key bruteforcing,0.2889363765716553
Software vulnerabilities exploitation,Smart key cloning,0.28254979848861694
Software vulnerabilities exploitation,GPS spoofing,0.17105193436145782
Software vulnerabilities exploitation,V2X Message replay,0.17944060266017914
Software vulnerabilities exploitation,Infotainment malware,0.3352423310279846
Software vulnerabilities exploitation,Mobile App malware,0.45115864276885986
Software vulnerabilities exploitation,ECU reflash,0.007693090476095676
Software vulnerabilities exploitation,CAN frame injection,0.2420266568660736
Software vulnerabilities exploitation,CAN frame tampering,0.40858739614486694
Software vulnerabilities exploitation,V2X data tampering,0.3798159956932068
Software vulnerabilities exploitation,CAN eavesdropping,0.28991684317588806
Software vulnerabilities exploitation,Unauthorised diagnostic access,0.41404131054878235
Software vulnerabilities exploitation,Infotainment reverse engineering,0.13413332402706146
Software vulnerabilities exploitation,Insecure API endpoint,0.2665281593799591
Software vulnerabilities exploitation,ECU firmware dump,0.3164612948894501
Software vulnerabilities exploitation,Server violation,0.22171245515346527
Software vulnerabilities exploitation,V2X eavesdropping,0.2465752363204956
Software vulnerabilities exploitation,CAN bus flooding,0.21325542032718658
Software vulnerabilities exploitation,Smart key jamming,0.30864426493644714
Software vulnerabilities exploitation,Data loss,0.18419981002807617
Software vulnerabilities exploitation,V2X Denial of Service,0.12920911610126495
Software vulnerabilities exploitation,Infotainment Alteration,0.07490115612745285
Software vulnerabilities exploitation,Rogue OBD-II Device,0.22450582683086395
Software vulnerabilities exploitation,Insider Threat,0.3264743387699127
Software vulnerabilities exploitation,Web Application Vulnerabilities,0.7053952813148499
Software vulnerabilities exploitation,Operator-sided Data Leakage,0.4398212134838104
Software vulnerabilities exploitation,Insufficient Data Breach Response,0.2298623025417328
Software vulnerabilities exploitation,Consent on Everything / Problems with getting Consent,0.1882554590702057
Software vulnerabilities exploitation,"Non-transparent Policies, Agreements, Terms and Conditions",0.22714772820472717
Software vulnerabilities exploitation,Insufficient Deletion of User Data,0.22993874549865723
Software vulnerabilities exploitation,Insufficient Data Quality,0.20698043704032898
Software vulnerabilities exploitation,Missing or Insufficient Session Expiration,0.22139912843704224
Software vulnerabilities exploitation,Inability of users to access and modify data,0.2044799029827118
Software vulnerabilities exploitation,Collection of data not required for the user-consented purpose,0.3186715841293335
Software vulnerabilities exploitation,Insufficient Data Structure Model to handle user rights,0.25674447417259216
Software vulnerabilities exploitation,Sharing of Data with 3rd Party,0.21039336919784546
Software vulnerabilities exploitation,"Inappropriate Policies, Terms and Conditions",0.1999654322862625
Software vulnerabilities exploitation,Insecure Data Transfer,0.2822517454624176
Software vulnerabilities exploitation,Transfer or Processing through 3rd Party,0.16416755318641663
Software vulnerabilities exploitation,Misleading Content,0.26598596572875977
Software vulnerabilities exploitation,Collection without Consent,0.2465420663356781
Software vulnerabilities exploitation,Data Aggregation and Profiling,0.24690479040145874
Software vulnerabilities exploitation,Secondary Use,0.21098673343658447
Software vulnerabilities exploitation,Form field design issues,0.17914879322052002
Failure or Disruption of service,Communication protocol hijacking,0.28738734126091003
Failure or Disruption of service,Data replay,0.18027737736701965
Failure or Disruption of service,Man-in-the-middle attack / Session hijacking,0.21110954880714417
Failure or Disruption of service,Unintentional change of data or car components configuration,0.2590537369251251
Failure or Disruption of service,Information leakage,0.1870114505290985
Failure or Disruption of service,Using information and/or devices from an unreliable source,0.26441729068756104
Failure or Disruption of service,Erroneous use or configuration of car components,0.19864842295646667
Failure or Disruption of service,Failure to meet contractual requirements,0.4831579327583313
Failure or Disruption of service,Violation of rules and regulations/Breach of legislation/ Abuse of personal data,0.12077227979898453
Failure or Disruption of service,Loss of GNSS signal,0.36555057764053345
Failure or Disruption of service,Car depleted battery,0.2824390232563019
Failure or Disruption of service,Attacker injects CAN messages/codes via any ECUs connected to the bus.,0.170789435505867
Failure or Disruption of service,Attacker modifies the path of the sensitive data circulating in the vehicle.,0.2135777473449707
Failure or Disruption of service,Attacker remotely accesses via telematics systems (TCU).,0.12499411404132843
Failure or Disruption of service,"An adversary can capture, analyze, and replaye the messages.",0.14538121223449707
Failure or Disruption of service,An adversary could link the messages to a specific vehicle.,0.017519040033221245
Failure or Disruption of service,An adversary can crack a weak password.,0.18089736998081207
Failure or Disruption of service,An adversary can execute arbitrary code on the telematics unit (TCU) and take control of the device.,0.17166972160339355
Failure or Disruption of service,The SS7 vulnerabilities can be exploited to compromise SMS system to intercept text user messages.,0.21747879683971405
Failure or Disruption of service,"Spying, SMS Interception & Modification, User Tracking.",0.11804325133562088
Failure or Disruption of service,"Attacker can edit, add, manipuler codes and framework of the must ECUs in the vehcles.",0.05686083436012268
Failure or Disruption of service,"Attacker can modify the hardware or changing or disabling physical sensors, memories and features.",0.08571523427963257
Failure or Disruption of service,"An attacker changes circuits of a device to extractsensitive data, such as cryptographic keys.",0.27187713980674744
Failure or Disruption of service,Attacker operates phisically on the TC by tampering the device firmware.,0.1909722089767456
Failure or Disruption of service,An attacker could perform remote control by installing remotely his own software on the device.,0.07577617466449738
Failure or Disruption of service,Reprogramming the USB/CD device's firmware to execute malicious actions.,0.1401304453611374
Failure or Disruption of service,An adversary can exploit the vulnerabilities o USB svstems on-board venice.,0.1272849291563034
Failure or Disruption of service,An adversary can identify or track the vehicle from the sensor.,0.060214295983314514
Failure or Disruption of service,"For wireless communication channel, messages can be captured, analyze, and replayed.",0.14680351316928864
Failure or Disruption of service,Possibility to discover and control the behaviour and profile of the driver.,0.08653365075588226
Failure or Disruption of service,An adversary relates pseudonymous positions to specific vehicles.,-0.023221272975206375
Failure or Disruption of service,Mobile App spoofing,0.19272111356258392
Failure or Disruption of service,Smart key bruteforcing,0.05074084922671318
Failure or Disruption of service,Smart key cloning,0.11477594822645187
Failure or Disruption of service,GPS spoofing,0.1425442099571228
Failure or Disruption of service,V2X Message replay,0.0898362323641777
Failure or Disruption of service,Infotainment malware,0.13639040291309357
Failure or Disruption of service,Mobile App malware,0.16346032917499542
Failure or Disruption of service,ECU reflash,0.08220255374908447
Failure or Disruption of service,CAN frame injection,0.17311669886112213
Failure or Disruption of service,CAN frame tampering,0.23243482410907745
Failure or Disruption of service,V2X data tampering,-0.00641860393807292
Failure or Disruption of service,CAN eavesdropping,0.10542389005422592
Failure or Disruption of service,Unauthorised diagnostic access,0.2342865765094757
Failure or Disruption of service,Infotainment reverse engineering,0.15124750137329102
Failure or Disruption of service,Insecure API endpoint,0.3047284781932831
Failure or Disruption of service,ECU firmware dump,0.13245615363121033
Failure or Disruption of service,Server violation,0.26886868476867676
Failure or Disruption of service,V2X eavesdropping,-0.07273460924625397
Failure or Disruption of service,CAN bus flooding,0.21873486042022705
Failure or Disruption of service,Smart key jamming,0.254391610622406
Failure or Disruption of service,Data loss,0.308161199092865
Failure or Disruption of service,V2X Denial of Service,0.3055458962917328
Failure or Disruption of service,Infotainment Alteration,0.15136504173278809
Failure or Disruption of service,Rogue OBD-II Device,0.11678078770637512
Failure or Disruption of service,Insider Threat,0.03927706927061081
Failure or Disruption of service,Web Application Vulnerabilities,0.17540505528450012
Failure or Disruption of service,Operator-sided Data Leakage,0.20228438079357147
Failure or Disruption of service,Insufficient Data Breach Response,0.4326300621032715
Failure or Disruption of service,Consent on Everything / Problems with getting Consent,0.26179319620132446
Failure or Disruption of service,"Non-transparent Policies, Agreements, Terms and Conditions",0.2780708968639374
Failure or Disruption of service,Insufficient Deletion of User Data,0.3328137695789337
Failure or Disruption of service,Insufficient Data Quality,0.3578112721443176
Failure or Disruption of service,Missing or Insufficient Session Expiration,0.33957138657569885
Failure or Disruption of service,Inability of users to access and modify data,0.4647607207298279
Failure or Disruption of service,Collection of data not required for the user-consented purpose,0.16376395523548126
Failure or Disruption of service,Insufficient Data Structure Model to handle user rights,0.4246155321598053
Failure or Disruption of service,Sharing of Data with 3rd Party,0.04480048269033432
Failure or Disruption of service,"Inappropriate Policies, Terms and Conditions",0.363303542137146
Failure or Disruption of service,Insecure Data Transfer,0.24925999343395233
Failure or Disruption of service,Transfer or Processing through 3rd Party,0.15043850243091583
Failure or Disruption of service,Misleading Content,0.24421927332878113
Failure or Disruption of service,Collection without Consent,0.2014501690864563
Failure or Disruption of service,Data Aggregation and Profiling,-0.045239321887493134
Failure or Disruption of service,Secondary Use,0.09066516160964966
Failure or Disruption of service,Form field design issues,0.17549866437911987
Communication protocol hijacking,Data replay,0.35306602716445923
Communication protocol hijacking,Man-in-the-middle attack / Session hijacking,0.5429096817970276
Communication protocol hijacking,Unintentional change of data or car components configuration,0.20324519276618958
Communication protocol hijacking,Information leakage,0.3338667154312134
Communication protocol hijacking,Using information and/or devices from an unreliable source,0.250606894493103
Communication protocol hijacking,Erroneous use or configuration of car components,0.2114032357931137
Communication protocol hijacking,Failure to meet contractual requirements,0.18502618372440338
Communication protocol hijacking,Violation of rules and regulations/Breach of legislation/ Abuse of personal data,0.25456252694129944
Communication protocol hijacking,Loss of GNSS signal,0.28907907009124756
Communication protocol hijacking,Car depleted battery,0.18600626289844513
Communication protocol hijacking,Attacker injects CAN messages/codes via any ECUs connected to the bus.,0.3871099650859833
Communication protocol hijacking,Attacker modifies the path of the sensitive data circulating in the vehicle.,0.23889660835266113
Communication protocol hijacking,Attacker remotely accesses via telematics systems (TCU).,0.35267874598503113
Communication protocol hijacking,"An adversary can capture, analyze, and replaye the messages.",0.4301396608352661
Communication protocol hijacking,An adversary could link the messages to a specific vehicle.,0.147050678730011
Communication protocol hijacking,An adversary can crack a weak password.,0.4069480895996094
Communication protocol hijacking,An adversary can execute arbitrary code on the telematics unit (TCU) and take control of the device.,0.44467368721961975
Communication protocol hijacking,The SS7 vulnerabilities can be exploited to compromise SMS system to intercept text user messages.,0.41759929060935974
Communication protocol hijacking,"Spying, SMS Interception & Modification, User Tracking.",0.4253729283809662
Communication protocol hijacking,"Attacker can edit, add, manipuler codes and framework of the must ECUs in the vehcles.",0.2153843194246292
Communication protocol hijacking,"Attacker can modify the hardware or changing or disabling physical sensors, memories and features.",0.27296212315559387
Communication protocol hijacking,"An attacker changes circuits of a device to extractsensitive data, such as cryptographic keys.",0.5185441970825195
Communication protocol hijacking,Attacker operates phisically on the TC by tampering the device firmware.,0.4219389259815216
Communication protocol hijacking,An attacker could perform remote control by installing remotely his own software on the device.,0.3281312882900238
Communication protocol hijacking,Reprogramming the USB/CD device's firmware to execute malicious actions.,0.24907827377319336
Communication protocol hijacking,An adversary can exploit the vulnerabilities o USB svstems on-board venice.,0.3320913016796112
Communication protocol hijacking,An adversary can identify or track the vehicle from the sensor.,0.23231427371501923
Communication protocol hijacking,"For wireless communication channel, messages can be captured, analyze, and replayed.",0.40506285429000854
Communication protocol hijacking,Possibility to discover and control the behaviour and profile of the driver.,0.22821299731731415
Communication protocol hijacking,An adversary relates pseudonymous positions to specific vehicles.,0.062145210802555084
Communication protocol hijacking,Mobile App spoofing,0.4517982602119446
Communication protocol hijacking,Smart key bruteforcing,0.28781843185424805
Communication protocol hijacking,Smart key cloning,0.3465127646923065
Communication protocol hijacking,GPS spoofing,0.4439946413040161
Communication protocol hijacking,V2X Message replay,0.22939622402191162
Communication protocol hijacking,Infotainment malware,0.2984102964401245
Communication protocol hijacking,Mobile App malware,0.37105774879455566
Communication protocol hijacking,ECU reflash,0.15576669573783875
Communication protocol hijacking,CAN frame injection,0.2499971240758896
Communication protocol hijacking,CAN frame tampering,0.4096337854862213
Communication protocol hijacking,V2X data tampering,0.33669278025627136
Communication protocol hijacking,CAN eavesdropping,0.2521366775035858
Communication protocol hijacking,Unauthorised diagnostic access,0.24401214718818665
Communication protocol hijacking,Infotainment reverse engineering,0.2699437737464905
Communication protocol hijacking,Insecure API endpoint,0.33759230375289917
Communication protocol hijacking,ECU firmware dump,0.22748632729053497
Communication protocol hijacking,Server violation,0.2097972333431244
Communication protocol hijacking,V2X eavesdropping,0.19627828896045685
Communication protocol hijacking,CAN bus flooding,0.16298849880695343
Communication protocol hijacking,Smart key jamming,0.48168516159057617
Communication protocol hijacking,Data loss,0.12822909653186798
Communication protocol hijacking,V2X Denial of Service,0.10946335643529892
Communication protocol hijacking,Infotainment Alteration,0.10222993791103363
Communication protocol hijacking,Rogue OBD-II Device,0.1902063637971878
Communication protocol hijacking,Insider Threat,0.29354196786880493
Communication protocol hijacking,Web Application Vulnerabilities,0.1807321161031723
Communication protocol hijacking,Operator-sided Data Leakage,0.3985951542854309
Communication protocol hijacking,Insufficient Data Breach Response,0.12283043563365936
Communication protocol hijacking,Consent on Everything / Problems with getting Consent,0.2198215276002884
Communication protocol hijacking,"Non-transparent Policies, Agreements, Terms and Conditions",0.1435360163450241
Communication protocol hijacking,Insufficient Deletion of User Data,0.1607503741979599
Communication protocol hijacking,Insufficient Data Quality,0.09586600959300995
Communication protocol hijacking,Missing or Insufficient Session Expiration,0.0824556052684784
Communication protocol hijacking,Inability of users to access and modify data,0.2448807805776596
Communication protocol hijacking,Collection of data not required for the user-consented purpose,0.1374070644378662
Communication protocol hijacking,Insufficient Data Structure Model to handle user rights,0.20870622992515564
Communication protocol hijacking,Sharing of Data with 3rd Party,0.20546212792396545
Communication protocol hijacking,"Inappropriate Policies, Terms and Conditions",0.15081378817558289
Communication protocol hijacking,Insecure Data Transfer,0.3741471767425537
Communication protocol hijacking,Transfer or Processing through 3rd Party,0.2955837547779083
Communication protocol hijacking,Misleading Content,0.2870086431503296
Communication protocol hijacking,Collection without Consent,0.2698894739151001
Communication protocol hijacking,Data Aggregation and Profiling,0.16716720163822174
Communication protocol hijacking,Secondary Use,0.21682791411876678
Communication protocol hijacking,Form field design issues,0.16745378077030182
Data replay,Man-in-the-middle attack / Session hijacking,0.174395352602005
Data replay,Unintentional change of data or car components configuration,0.17887011170387268
Data replay,Information leakage,0.3558003902435303
Data replay,Using information and/or devices from an unreliable source,0.3187798857688904
Data replay,Erroneous use or configuration of car components,0.10978901386260986
Data replay,Failure to meet contractual requirements,0.23953479528427124
Data replay,Violation of rules and regulations/Breach of legislation/ Abuse of personal data,0.1160263791680336
Data replay,Loss of GNSS signal,0.22125597298145294
Data replay,Car depleted battery,0.19191357493400574
Data replay,Attacker injects CAN messages/codes via any ECUs connected to the bus.,0.1246514692902565
Data replay,Attacker modifies the path of the sensitive data circulating in the vehicle.,0.10018278658390045
Data replay,Attacker remotely accesses via telematics systems (TCU).,0.1064104214310646
Data replay,"An adversary can capture, analyze, and replaye the messages.",0.5229812264442444
Data replay,An adversary could link the messages to a specific vehicle.,0.0915510281920433
Data replay,An adversary can crack a weak password.,0.198989138007164
Data replay,An adversary can execute arbitrary code on the telematics unit (TCU) and take control of the device.,0.15012945234775543
Data replay,The SS7 vulnerabilities can be exploited to compromise SMS system to intercept text user messages.,0.13463787734508514
Data replay,"Spying, SMS Interception & Modification, User Tracking.",0.283470094203949
Data replay,"Attacker can edit, add, manipuler codes and framework of the must ECUs in the vehcles.",0.11780311912298203
Data replay,"Attacker can modify the hardware or changing or disabling physical sensors, memories and features.",0.2599466145038605
Data replay,"An attacker changes circuits of a device to extractsensitive data, such as cryptographic keys.",0.27062520384788513
Data replay,Attacker operates phisically on the TC by tampering the device firmware.,0.2342786341905594
Data replay,An attacker could perform remote control by installing remotely his own software on the device.,0.08457975089550018
Data replay,Reprogramming the USB/CD device's firmware to execute malicious actions.,0.17372378706932068
Data replay,An adversary can exploit the vulnerabilities o USB svstems on-board venice.,0.1460331529378891
Data replay,An adversary can identify or track the vehicle from the sensor.,0.1937038004398346
Data replay,"For wireless communication channel, messages can be captured, analyze, and replayed.",0.5167893767356873
Data replay,Possibility to discover and control the behaviour and profile of the driver.,0.19923758506774902
Data replay,An adversary relates pseudonymous positions to specific vehicles.,0.012302437797188759
Data replay,Mobile App spoofing,0.3089219927787781
Data replay,Smart key bruteforcing,0.21860671043395996
Data replay,Smart key cloning,0.23718218505382538
Data replay,GPS spoofing,0.45209622383117676
Data replay,V2X Message replay,0.41887393593788147
Data replay,Infotainment malware,0.20320811867713928
Data replay,Mobile App malware,0.16729649901390076
Data replay,ECU reflash,0.34400102496147156
Data replay,CAN frame injection,0.3206685483455658
Data replay,CAN frame tampering,0.390865683555603
Data replay,V2X data tampering,0.3492717146873474
Data replay,CAN eavesdropping,0.2891871929168701
Data replay,Unauthorised diagnostic access,0.199346661567688
Data replay,Infotainment reverse engineering,0.39977890253067017
Data replay,Insecure API endpoint,0.24915601313114166
Data replay,ECU firmware dump,0.2939941883087158
Data replay,Server violation,0.31714892387390137
Data replay,V2X eavesdropping,0.18587584793567657
Data replay,CAN bus flooding,0.1576993763446808
Data replay,Smart key jamming,0.27289918065071106
Data replay,Data loss,0.38616445660591125
Data replay,V2X Denial of Service,0.11553686112165451
Data replay,Infotainment Alteration,0.24033840000629425
Data replay,Rogue OBD-II Device,0.13140061497688293
Data replay,Insider Threat,0.16908586025238037
Data replay,Web Application Vulnerabilities,0.1574811041355133
Data replay,Operator-sided Data Leakage,0.2608635127544403
Data replay,Insufficient Data Breach Response,0.22240659594535828
Data replay,Consent on Everything / Problems with getting Consent,0.22584334015846252
Data replay,"Non-transparent Policies, Agreements, Terms and Conditions",0.13662640750408173
Data replay,Insufficient Deletion of User Data,0.2905334532260895
Data replay,Insufficient Data Quality,0.3146804869174957
Data replay,Missing or Insufficient Session Expiration,0.2582271993160248
Data replay,Inability of users to access and modify data,0.3742438852787018
Data replay,Collection of data not required for the user-consented purpose,0.2588367164134979
Data replay,Insufficient Data Structure Model to handle user rights,0.21599388122558594
Data replay,Sharing of Data with 3rd Party,0.36651870608329773
Data replay,"Inappropriate Policies, Terms and Conditions",-0.01197044923901558
Data replay,Insecure Data Transfer,0.3498542010784149
Data replay,Transfer or Processing through 3rd Party,0.3251504898071289
Data replay,Misleading Content,0.3140268623828888
Data replay,Collection without Consent,0.2846946716308594
Data replay,Data Aggregation and Profiling,0.42992591857910156
Data replay,Secondary Use,0.3497902452945709
Data replay,Form field design issues,0.2759411334991455
Man-in-the-middle attack / Session hijacking,Unintentional change of data or car components configuration,0.1167447492480278
Man-in-the-middle attack / Session hijacking,Information leakage,0.10709881782531738
Man-in-the-middle attack / Session hijacking,Using information and/or devices from an unreliable source,0.2086036056280136
Man-in-the-middle attack / Session hijacking,Erroneous use or configuration of car components,0.15202578902244568
Man-in-the-middle attack / Session hijacking,Failure to meet contractual requirements,0.12722265720367432
Man-in-the-middle attack / Session hijacking,Violation of rules and regulations/Breach of legislation/ Abuse of personal data,0.1940513700246811
Man-in-the-middle attack / Session hijacking,Loss of GNSS signal,0.11033701151609421
Man-in-the-middle attack / Session hijacking,Car depleted battery,0.04751411825418472
Man-in-the-middle attack / Session hijacking,Attacker injects CAN messages/codes via any ECUs connected to the bus.,0.4605981707572937
Man-in-the-middle attack / Session hijacking,Attacker modifies the path of the sensitive data circulating in the vehicle.,0.2713201940059662
Man-in-the-middle attack / Session hijacking,Attacker remotely accesses via telematics systems (TCU).,0.2336196005344391
Man-in-the-middle attack / Session hijacking,"An adversary can capture, analyze, and replaye the messages.",0.3550686240196228
Man-in-the-middle attack / Session hijacking,An adversary could link the messages to a specific vehicle.,0.23212042450904846
Man-in-the-middle attack / Session hijacking,An adversary can crack a weak password.,0.44434478878974915
Man-in-the-middle attack / Session hijacking,An adversary can execute arbitrary code on the telematics unit (TCU) and take control of the device.,0.3803389072418213
Man-in-the-middle attack / Session hijacking,The SS7 vulnerabilities can be exploited to compromise SMS system to intercept text user messages.,0.30117738246917725
Man-in-the-middle attack / Session hijacking,"Spying, SMS Interception & Modification, User Tracking.",0.2845306098461151
Man-in-the-middle attack / Session hijacking,"Attacker can edit, add, manipuler codes and framework of the must ECUs in the vehcles.",0.2253424972295761
Man-in-the-middle attack / Session hijacking,"Attacker can modify the hardware or changing or disabling physical sensors, memories and features.",0.25166255235671997
Man-in-the-middle attack / Session hijacking,"An attacker changes circuits of a device to extractsensitive data, such as cryptographic keys.",0.445584774017334
Man-in-the-middle attack / Session hijacking,Attacker operates phisically on the TC by tampering the device firmware.,0.35217761993408203
Man-in-the-middle attack / Session hijacking,An attacker could perform remote control by installing remotely his own software on the device.,0.2701452672481537
Man-in-the-middle attack / Session hijacking,Reprogramming the USB/CD device's firmware to execute malicious actions.,0.32141220569610596
Man-in-the-middle attack / Session hijacking,An adversary can exploit the vulnerabilities o USB svstems on-board venice.,0.40145695209503174
Man-in-the-middle attack / Session hijacking,An adversary can identify or track the vehicle from the sensor.,0.21783766150474548
Man-in-the-middle attack / Session hijacking,"For wireless communication channel, messages can be captured, analyze, and replayed.",0.1288968175649643
Man-in-the-middle attack / Session hijacking,Possibility to discover and control the behaviour and profile of the driver.,0.21484839916229248
Man-in-the-middle attack / Session hijacking,An adversary relates pseudonymous positions to specific vehicles.,0.20280855894088745
Man-in-the-middle attack / Session hijacking,Mobile App spoofing,0.2056206464767456
Man-in-the-middle attack / Session hijacking,Smart key bruteforcing,0.3062543570995331
Man-in-the-middle attack / Session hijacking,Smart key cloning,0.17153462767601013
Man-in-the-middle attack / Session hijacking,GPS spoofing,0.1964528113603592
Man-in-the-middle attack / Session hijacking,V2X Message replay,0.10725697129964828
Man-in-the-middle attack / Session hijacking,Infotainment malware,0.3013177216053009
Man-in-the-middle attack / Session hijacking,Mobile App malware,0.2408187985420227
Man-in-the-middle attack / Session hijacking,ECU reflash,0.10403880476951599
Man-in-the-middle attack / Session hijacking,CAN frame injection,0.2656038999557495
Man-in-the-middle attack / Session hijacking,CAN frame tampering,0.3965379595756531
Man-in-the-middle attack / Session hijacking,V2X data tampering,0.25336432456970215
Man-in-the-middle attack / Session hijacking,CAN eavesdropping,0.19770942628383636
Man-in-the-middle attack / Session hijacking,Unauthorised diagnostic access,0.12886056303977966
Man-in-the-middle attack / Session hijacking,Infotainment reverse engineering,0.17907606065273285
Man-in-the-middle attack / Session hijacking,Insecure API endpoint,0.2454376369714737
Man-in-the-middle attack / Session hijacking,ECU firmware dump,0.09670136123895645
Man-in-the-middle attack / Session hijacking,Server violation,0.12146249413490295
Man-in-the-middle attack / Session hijacking,V2X eavesdropping,0.1389019936323166
Man-in-the-middle attack / Session hijacking,CAN bus flooding,0.1837356686592102
Man-in-the-middle attack / Session hijacking,Smart key jamming,0.41343817114830017
Man-in-the-middle attack / Session hijacking,Data loss,0.023658916354179382
Man-in-the-middle attack / Session hijacking,V2X Denial of Service,0.08238077163696289
Man-in-the-middle attack / Session hijacking,Infotainment Alteration,0.056505315005779266
Man-in-the-middle attack / Session hijacking,Rogue OBD-II Device,0.2297736555337906
Man-in-the-middle attack / Session hijacking,Insider Threat,0.41173383593559265
Man-in-the-middle attack / Session hijacking,Web Application Vulnerabilities,0.137244313955307
Man-in-the-middle attack / Session hijacking,Operator-sided Data Leakage,0.30599895119667053
Man-in-the-middle attack / Session hijacking,Insufficient Data Breach Response,0.1070072203874588
Man-in-the-middle attack / Session hijacking,Consent on Everything / Problems with getting Consent,0.18865002691745758
Man-in-the-middle attack / Session hijacking,"Non-transparent Policies, Agreements, Terms and Conditions",0.12373358756303787
Man-in-the-middle attack / Session hijacking,Insufficient Deletion of User Data,0.09116202592849731
Man-in-the-middle attack / Session hijacking,Insufficient Data Quality,-0.03088323585689068
Man-in-the-middle attack / Session hijacking,Missing or Insufficient Session Expiration,0.023830577731132507
Man-in-the-middle attack / Session hijacking,Inability of users to access and modify data,0.1929502785205841
Man-in-the-middle attack / Session hijacking,Collection of data not required for the user-consented purpose,0.06337512284517288
Man-in-the-middle attack / Session hijacking,Insufficient Data Structure Model to handle user rights,0.08946025371551514
Man-in-the-middle attack / Session hijacking,Sharing of Data with 3rd Party,0.12819407880306244
Man-in-the-middle attack / Session hijacking,"Inappropriate Policies, Terms and Conditions",0.15809306502342224
Man-in-the-middle attack / Session hijacking,Insecure Data Transfer,0.21063734591007233
Man-in-the-middle attack / Session hijacking,Transfer or Processing through 3rd Party,0.18531496822834015
Man-in-the-middle attack / Session hijacking,Misleading Content,0.2293235957622528
Man-in-the-middle attack / Session hijacking,Collection without Consent,0.15022359788417816
Man-in-the-middle attack / Session hijacking,Data Aggregation and Profiling,0.09221639484167099
Man-in-the-middle attack / Session hijacking,Secondary Use,0.12334216386079788
Man-in-the-middle attack / Session hijacking,Form field design issues,-0.0031023488845676184
Unintentional change of data or car components configuration,Information leakage,0.3453982472419739
Unintentional change of data or car components configuration,Using information and/or devices from an unreliable source,0.5005704760551453
Unintentional change of data or car components configuration,Erroneous use or configuration of car components,0.7664788961410522
Unintentional change of data or car components configuration,Failure to meet contractual requirements,0.2131635993719101
Unintentional change of data or car components configuration,Violation of rules and regulations/Breach of legislation/ Abuse of personal data,0.2904413044452667
Unintentional change of data or car components configuration,Loss of GNSS signal,0.21239909529685974
Unintentional change of data or car components configuration,Car depleted battery,0.38718095421791077
Unintentional change of data or car components configuration,Attacker injects CAN messages/codes via any ECUs connected to the bus.,0.20932315289974213
Unintentional change of data or car components configuration,Attacker modifies the path of the sensitive data circulating in the vehicle.,0.5893518328666687
Unintentional change of data or car components configuration,Attacker remotely accesses via telematics systems (TCU).,0.26378393173217773
Unintentional change of data or car components configuration,"An adversary can capture, analyze, and replaye the messages.",0.17782704532146454
Unintentional change of data or car components configuration,An adversary could link the messages to a specific vehicle.,0.3396795094013214
Unintentional change of data or car components configuration,An adversary can crack a weak password.,0.11870048195123672
Unintentional change of data or car components configuration,An adversary can execute arbitrary code on the telematics unit (TCU) and take control of the device.,0.3565719425678253
Unintentional change of data or car components configuration,The SS7 vulnerabilities can be exploited to compromise SMS system to intercept text user messages.,0.20159316062927246
Unintentional change of data or car components configuration,"Spying, SMS Interception & Modification, User Tracking.",0.26723775267601013
Unintentional change of data or car components configuration,"Attacker can edit, add, manipuler codes and framework of the must ECUs in the vehcles.",0.43713369965553284
Unintentional change of data or car components configuration,"Attacker can modify the hardware or changing or disabling physical sensors, memories and features.",0.31574907898902893
Unintentional change of data or car components configuration,"An attacker changes circuits of a device to extractsensitive data, such as cryptographic keys.",0.3739575147628784
Unintentional change of data or car components configuration,Attacker operates phisically on the TC by tampering the device firmware.,0.3582969009876251
Unintentional change of data or car components configuration,An attacker could perform remote control by installing remotely his own software on the device.,0.33731433749198914
Unintentional change of data or car components configuration,Reprogramming the USB/CD device's firmware to execute malicious actions.,0.3052749037742615
Unintentional change of data or car components configuration,An adversary can exploit the vulnerabilities o USB svstems on-board venice.,0.16503506898880005
Unintentional change of data or car components configuration,An adversary can identify or track the vehicle from the sensor.,0.30874720215797424
Unintentional change of data or car components configuration,"For wireless communication channel, messages can be captured, analyze, and replayed.",0.2181849628686905
Unintentional change of data or car components configuration,Possibility to discover and control the behaviour and profile of the driver.,0.4677133560180664
Unintentional change of data or car components configuration,An adversary relates pseudonymous positions to specific vehicles.,0.34080520272254944
