sentence1,sentence2,score
Data aggregation and profiling of driver,Insufficient deletion of driver data,0.3297654986381531
Data aggregation and profiling of driver,Misleading content in OEM services,0.05723588913679123
Data aggregation and profiling of driver,Operator-sided data leakage in OEM and/or car devices,0.37542957067489624
Data aggregation and profiling of driver,Secondary use of driver data,0.48392707109451294
Data aggregation and profiling of driver,"Sharing, transfer or processing through 3rd party of driver data",0.453454852104187
Data aggregation and profiling of driver,Software vulnerabilities exploitation in OEM and/or car services,0.4022710919380188
Data loss in OEM and/or car services,ECU firmware dump,0.37111562490463257
Data loss in OEM and/or car services,ECU reflash,0.1308000087738037
Data loss in OEM and/or car services,Erroneous use or configuration of car components,0.47043442726135254
Data loss in OEM and/or car services,Failure to meet contractual requirements with driver,0.3577795624732971
Data loss in OEM and/or car services,Failures or sabotage of car components,0.5471278429031372
Data loss in OEM and/or car services,GPS spoofing,0.1924751102924347
Data loss in OEM and/or car services,Identity theft of driver,0.4945559799671173
Data loss in OEM and/or car services,Infotainment alteration,0.3401416838169098
Data loss in OEM and/or car services,Infotainment malware,0.3372596502304077
Data loss in OEM and/or car services,Infotainment reverse engineering,0.41292256116867065
Data loss in OEM and/or car services,Loss of GNSS signal,0.405384361743927
Data loss in OEM and/or car services,Man-in-the-middle attack / Session hijacking in OEM and/or car services,0.48268216848373413
Data loss in OEM and/or car services,Manipulation of information in OEM and/or car services,0.6416701078414917
Data loss in OEM and/or car services,Mobile app malware,0.18110211193561554
Data loss in OEM and/or car services,Mobile app spoofing,0.21915501356124878
Data loss in OEM and/or car services,OEM targeted attacks,0.24756672978401184
Data loss in OEM and/or car services,OEM servers information leakage,0.5591898560523987
Data loss in OEM and/or car services,Servers violation in OEM services,0.4861033856868744
Data loss in OEM and/or car services,Side-channel attacks against car components,0.420402467250824
Data loss in OEM and/or car services,Smart key bruteforcing,0.19095958769321442
Data loss in OEM and/or car services,Smart key cloning,0.13418978452682495
Data loss in OEM and/or car services,Smart key jamming,0.21321219205856323
Data loss in OEM and/or car services,Software vulnerabilities exploitation in OEM and/or car services,0.6346796751022339
Data loss in OEM and/or car services,Theft of car,0.5307226777076721
Data loss in OEM and/or car services,Threats targeting autonomous sensors,0.21394948661327362
Data loss in OEM and/or car services,Unauthorised access in OEM and/or car services,0.6788261532783508
Data loss in OEM and/or car services,Unreliable sources of information and/or rogue car components,0.574812650680542
Data loss in OEM and/or car services,V2X data tampering,0.21868625283241272
Data loss in OEM and/or car services,V2X Denial of Service,0.20027890801429749
Data loss in OEM and/or car services,V2X eavesdropping,0.21726921200752258
Data loss in OEM and/or car services,V2X message replay,0.150298610329628
Data loss in OEM and/or car services,Violation of rules and regulations/Breach of legislation/ Abuse of driver personal data,0.38350117206573486
Data loss in OEM and/or car services,Collection of data not required for the driver-consented purpose,0.484605610370636
Data loss in OEM and/or car services,Consent-related issues with driver,0.3470015525817871
Data loss in OEM and/or car services,Data aggregation and profiling of driver,0.3388260006904602
Data loss in OEM and/or car services,Inability of driver to access and modify data,0.46559271216392517
Data loss in OEM and/or car services,"Inappropriate or non-transparent policies, agreements, terms and conditions to driver",0.4285431504249573
Data loss in OEM and/or car services,Insecure data transfer in OEM and/or car services,0.6717426776885986
Data loss in OEM and/or car services,Insufficient data breach response from OEM,0.3834678530693054
Data loss in OEM and/or car services,Insufficient data quality in OEM and/or car services,0.7406726479530334
Data loss in OEM and/or car services,Insufficient data structure model to handle driver rights,0.5033085346221924
Data loss in OEM and/or car services,Insufficient deletion of driver data,0.5609612464904785
Data loss in OEM and/or car services,Misleading content in OEM services,0.5038731098175049
Data loss in OEM and/or car services,Operator-sided data leakage in OEM and/or car devices,0.7690128087997437
Data loss in OEM and/or car services,Secondary use of driver data,0.47260773181915283
Data loss in OEM and/or car services,"Sharing, transfer or processing through 3rd party of driver data",0.44693470001220703
Data loss in OEM and/or car services,Software vulnerabilities exploitation in OEM and/or car services,0.6346796751022339
ECU firmware dump,ECU reflash,0.4772103428840637
ECU firmware dump,Erroneous use or configuration of car components,0.21213439106941223
ECU firmware dump,Failure to meet contractual requirements with driver,0.09544079005718231
ECU firmware dump,Failures or sabotage of car components,0.1945926547050476
ECU firmware dump,GPS spoofing,0.23975422978401184
ECU firmware dump,Identity theft of driver,0.2546390891075134
ECU firmware dump,Infotainment alteration,0.23205986618995667
ECU firmware dump,Infotainment malware,0.2812976837158203
ECU firmware dump,Infotainment reverse engineering,0.29551661014556885
ECU firmware dump,Loss of GNSS signal,0.3695547878742218
ECU firmware dump,Man-in-the-middle attack / Session hijacking in OEM and/or car services,0.14554359018802643
ECU firmware dump,Manipulation of information in OEM and/or car services,0.2199440598487854
ECU firmware dump,Mobile app malware,0.1799856424331665
ECU firmware dump,Mobile app spoofing,0.15501312911510468
ECU firmware dump,OEM targeted attacks,0.2854957580566406
ECU firmware dump,OEM servers information leakage,0.5783014893531799
ECU firmware dump,Servers violation in OEM services,0.32356321811676025
ECU firmware dump,Side-channel attacks against car components,0.10032910853624344
ECU firmware dump,Smart key bruteforcing,0.3291859030723572
ECU firmware dump,Smart key cloning,0.28524380922317505
ECU firmware dump,Smart key jamming,0.3025038242340088
ECU firmware dump,Software vulnerabilities exploitation in OEM and/or car services,0.313819944858551
ECU firmware dump,Theft of car,0.167971670627594
ECU firmware dump,Threats targeting autonomous sensors,0.12074220925569534
ECU firmware dump,Unauthorised access in OEM and/or car services,0.3544335663318634
ECU firmware dump,Unreliable sources of information and/or rogue car components,0.227705717086792
ECU firmware dump,V2X data tampering,0.23810595273971558
ECU firmware dump,V2X Denial of Service,0.03771357983350754
ECU firmware dump,V2X eavesdropping,0.13730360567569733
ECU firmware dump,V2X message replay,0.16368770599365234
ECU firmware dump,Violation of rules and regulations/Breach of legislation/ Abuse of driver personal data,0.19010330736637115
ECU firmware dump,Collection of data not required for the driver-consented purpose,0.28408676385879517
ECU firmware dump,Consent-related issues with driver,0.13913339376449585
ECU firmware dump,Data aggregation and profiling of driver,0.11838369816541672
ECU firmware dump,Inability of driver to access and modify data,0.1599298119544983
ECU firmware dump,"Inappropriate or non-transparent policies, agreements, terms and conditions to driver",0.16182774305343628
ECU firmware dump,Insecure data transfer in OEM and/or car services,0.2535346448421478
ECU firmware dump,Insufficient data breach response from OEM,0.23085038363933563
ECU firmware dump,Insufficient data quality in OEM and/or car services,0.2514987587928772
ECU firmware dump,Insufficient data structure model to handle driver rights,0.16645166277885437
ECU firmware dump,Insufficient deletion of driver data,0.3177460730075836
ECU firmware dump,Misleading content in OEM services,0.313768595457077
ECU firmware dump,Operator-sided data leakage in OEM and/or car devices,0.40428802371025085
ECU firmware dump,Secondary use of driver data,0.19909566640853882
ECU firmware dump,"Sharing, transfer or processing through 3rd party of driver data",0.23762297630310059
ECU firmware dump,Software vulnerabilities exploitation in OEM and/or car services,0.313819944858551
ECU reflash,Erroneous use or configuration of car components,0.19447624683380127
ECU reflash,Failure to meet contractual requirements with driver,0.0662388801574707
ECU reflash,Failures or sabotage of car components,0.05366247892379761
ECU reflash,GPS spoofing,0.340395450592041
ECU reflash,Identity theft of driver,0.03301973640918732
ECU reflash,Infotainment alteration,0.2612541615962982
ECU reflash,Infotainment malware,0.08282175660133362
ECU reflash,Infotainment reverse engineering,0.33700132369995117
ECU reflash,Loss of GNSS signal,0.2585020661354065
ECU reflash,Man-in-the-middle attack / Session hijacking in OEM and/or car services,0.14576563239097595
ECU reflash,Manipulation of information in OEM and/or car services,0.15114307403564453
ECU reflash,Mobile app malware,-0.005994342267513275
ECU reflash,Mobile app spoofing,0.13281485438346863
ECU reflash,OEM targeted attacks,0.30151671171188354
ECU reflash,OEM servers information leakage,0.26692715287208557
ECU reflash,Servers violation in OEM services,0.2765922546386719
ECU reflash,Side-channel attacks against car components,0.11781057715415955
ECU reflash,Smart key bruteforcing,0.2507500946521759
ECU reflash,Smart key cloning,0.12072043865919113
ECU reflash,Smart key jamming,0.12414110451936722
ECU reflash,Software vulnerabilities exploitation in OEM and/or car services,0.08338902145624161
ECU reflash,Theft of car,0.01984209567308426
ECU reflash,Threats targeting autonomous sensors,-0.040518347173929214
ECU reflash,Unauthorised access in OEM and/or car services,0.11093243211507797
ECU reflash,Unreliable sources of information and/or rogue car components,0.15839549899101257
ECU reflash,V2X data tampering,0.18179965019226074
ECU reflash,V2X Denial of Service,0.06502784043550491
ECU reflash,V2X eavesdropping,0.17632031440734863
ECU reflash,V2X message replay,0.341076135635376
ECU reflash,Violation of rules and regulations/Breach of legislation/ Abuse of driver personal data,0.02779170498251915
ECU reflash,Collection of data not required for the driver-consented purpose,0.10798495262861252
ECU reflash,Consent-related issues with driver,0.06844326853752136
ECU reflash,Data aggregation and profiling of driver,0.05769187957048416
ECU reflash,Inability of driver to access and modify data,0.05665897578001022
ECU reflash,"Inappropriate or non-transparent policies, agreements, terms and conditions to driver",0.04440389573574066
ECU reflash,Insecure data transfer in OEM and/or car services,0.10398763418197632
ECU reflash,Insufficient data breach response from OEM,0.21558305621147156
ECU reflash,Insufficient data quality in OEM and/or car services,0.06447752565145493
ECU reflash,Insufficient data structure model to handle driver rights,0.009459439665079117
ECU reflash,Insufficient deletion of driver data,0.06840339303016663
ECU reflash,Misleading content in OEM services,0.3589209318161011
ECU reflash,Operator-sided data leakage in OEM and/or car devices,0.1252160370349884
ECU reflash,Secondary use of driver data,0.23957854509353638
ECU reflash,"Sharing, transfer or processing through 3rd party of driver data",0.20243984460830688
ECU reflash,Software vulnerabilities exploitation in OEM and/or car services,0.08338902145624161
Erroneous use or configuration of car components,Failure to meet contractual requirements with driver,0.29075610637664795
Erroneous use or configuration of car components,Failures or sabotage of car components,0.6423773765563965
Erroneous use or configuration of car components,GPS spoofing,0.2696285843849182
Erroneous use or configuration of car components,Identity theft of driver,0.37910497188568115
Erroneous use or configuration of car components,Infotainment alteration,0.4989566206932068
Erroneous use or configuration of car components,Infotainment malware,0.42239511013031006
Erroneous use or configuration of car components,Infotainment reverse engineering,0.5650824904441833
Erroneous use or configuration of car components,Loss of GNSS signal,0.1577080488204956
Erroneous use or configuration of car components,Man-in-the-middle attack / Session hijacking in OEM and/or car services,0.3958439826965332
Erroneous use or configuration of car components,Manipulation of information in OEM and/or car services,0.5065352916717529
Erroneous use or configuration of car components,Mobile app malware,0.24967655539512634
Erroneous use or configuration of car components,Mobile app spoofing,0.3652556538581848
Erroneous use or configuration of car components,OEM targeted attacks,0.059065770357847214
Erroneous use or configuration of car components,OEM servers information leakage,0.18629908561706543
Erroneous use or configuration of car components,Servers violation in OEM services,0.27105796337127686
Erroneous use or configuration of car components,Side-channel attacks against car components,0.48618096113204956
Erroneous use or configuration of car components,Smart key bruteforcing,0.23186776041984558
Erroneous use or configuration of car components,Smart key cloning,0.2257760614156723
Erroneous use or configuration of car components,Smart key jamming,0.3186684250831604
Erroneous use or configuration of car components,Software vulnerabilities exploitation in OEM and/or car services,0.4771018624305725
Erroneous use or configuration of car components,Theft of car,0.4827054738998413
Erroneous use or configuration of car components,Threats targeting autonomous sensors,0.2499130368232727
Erroneous use or configuration of car components,Unauthorised access in OEM and/or car services,0.5231978893280029
Erroneous use or configuration of car components,Unreliable sources of information and/or rogue car components,0.6837863922119141
Erroneous use or configuration of car components,V2X data tampering,0.35507768392562866
Erroneous use or configuration of car components,V2X Denial of Service,0.12381561845541
Erroneous use or configuration of car components,V2X eavesdropping,0.25281044840812683
Erroneous use or configuration of car components,V2X message replay,0.14428111910820007
Erroneous use or configuration of car components,Violation of rules and regulations/Breach of legislation/ Abuse of driver personal data,0.42691418528556824
Erroneous use or configuration of car components,Collection of data not required for the driver-consented purpose,0.45516300201416016
Erroneous use or configuration of car components,Consent-related issues with driver,0.36822640895843506
Erroneous use or configuration of car components,Data aggregation and profiling of driver,0.28351283073425293
Erroneous use or configuration of car components,Inability of driver to access and modify data,0.42549076676368713
Erroneous use or configuration of car components,"Inappropriate or non-transparent policies, agreements, terms and conditions to driver",0.5452563762664795
Erroneous use or configuration of car components,Insecure data transfer in OEM and/or car services,0.354663610458374
Erroneous use or configuration of car components,Insufficient data breach response from OEM,0.06668227910995483
Erroneous use or configuration of car components,Insufficient data quality in OEM and/or car services,0.48627227544784546
Erroneous use or configuration of car components,Insufficient data structure model to handle driver rights,0.47132450342178345
Erroneous use or configuration of car components,Insufficient deletion of driver data,0.3754764497280121
Erroneous use or configuration of car components,Misleading content in OEM services,0.39991652965545654
Erroneous use or configuration of car components,Operator-sided data leakage in OEM and/or car devices,0.48229092359542847
Erroneous use or configuration of car components,Secondary use of driver data,0.43082502484321594
Erroneous use or configuration of car components,"Sharing, transfer or processing through 3rd party of driver data",0.30463382601737976
Erroneous use or configuration of car components,Software vulnerabilities exploitation in OEM and/or car services,0.4771018624305725
Failure to meet contractual requirements with driver,Failures or sabotage of car components,0.4414869248867035
Failure to meet contractual requirements with driver,GPS spoofing,0.1640738695859909
Failure to meet contractual requirements with driver,Identity theft of driver,0.3646698594093323
Failure to meet contractual requirements with driver,Infotainment alteration,0.19497917592525482
Failure to meet contractual requirements with driver,Infotainment malware,0.1867590844631195
Failure to meet contractual requirements with driver,Infotainment reverse engineering,0.1799626648426056
Failure to meet contractual requirements with driver,Loss of GNSS signal,0.1896851807832718
Failure to meet contractual requirements with driver,Man-in-the-middle attack / Session hijacking in OEM and/or car services,0.17068980634212494
Failure to meet contractual requirements with driver,Manipulation of information in OEM and/or car services,0.1752827763557434
Failure to meet contractual requirements with driver,Mobile app malware,0.027135996147990227
Failure to meet contractual requirements with driver,Mobile app spoofing,0.09005174040794373
Failure to meet contractual requirements with driver,OEM targeted attacks,-0.030868448317050934
Failure to meet contractual requirements with driver,OEM servers information leakage,0.0862550362944603
Failure to meet contractual requirements with driver,Servers violation in OEM services,0.23595228791236877
Failure to meet contractual requirements with driver,Side-channel attacks against car components,0.18485099077224731
Failure to meet contractual requirements with driver,Smart key bruteforcing,0.06433349847793579
Failure to meet contractual requirements with driver,Smart key cloning,0.029371492564678192
Failure to meet contractual requirements with driver,Smart key jamming,0.18745392560958862
Failure to meet contractual requirements with driver,Software vulnerabilities exploitation in OEM and/or car services,0.2641247808933258
Failure to meet contractual requirements with driver,Theft of car,0.30432769656181335
Failure to meet contractual requirements with driver,Threats targeting autonomous sensors,0.09645387530326843
Failure to meet contractual requirements with driver,Unauthorised access in OEM and/or car services,0.27641117572784424
Failure to meet contractual requirements with driver,Unreliable sources of information and/or rogue car components,0.28676411509513855
Failure to meet contractual requirements with driver,V2X data tampering,0.049128223210573196
Failure to meet contractual requirements with driver,V2X Denial of Service,0.2394220530986786
Failure to meet contractual requirements with driver,V2X eavesdropping,-0.009217513725161552
Failure to meet contractual requirements with driver,V2X message replay,0.10982280969619751
Failure to meet contractual requirements with driver,Violation of rules and regulations/Breach of legislation/ Abuse of driver personal data,0.33541277050971985
Failure to meet contractual requirements with driver,Collection of data not required for the driver-consented purpose,0.38309594988822937
Failure to meet contractual requirements with driver,Consent-related issues with driver,0.3918863534927368
Failure to meet contractual requirements with driver,Data aggregation and profiling of driver,0.302290141582489
Failure to meet contractual requirements with driver,Inability of driver to access and modify data,0.5412620902061462
Failure to meet contractual requirements with driver,"Inappropriate or non-transparent policies, agreements, terms and conditions to driver",0.6467180252075195
Failure to meet contractual requirements with driver,Insecure data transfer in OEM and/or car services,0.31695204973220825
Failure to meet contractual requirements with driver,Insufficient data breach response from OEM,0.15972138941287994
Failure to meet contractual requirements with driver,Insufficient data quality in OEM and/or car services,0.397561252117157
Failure to meet contractual requirements with driver,Insufficient data structure model to handle driver rights,0.5221346616744995
Failure to meet contractual requirements with driver,Insufficient deletion of driver data,0.4211590588092804
Failure to meet contractual requirements with driver,Misleading content in OEM services,0.04805213212966919
Failure to meet contractual requirements with driver,Operator-sided data leakage in OEM and/or car devices,0.18837445974349976
Failure to meet contractual requirements with driver,Secondary use of driver data,0.17548534274101257
Failure to meet contractual requirements with driver,"Sharing, transfer or processing through 3rd party of driver data",0.25407397747039795
Failure to meet contractual requirements with driver,Software vulnerabilities exploitation in OEM and/or car services,0.2641247808933258
Failures or sabotage of car components,GPS spoofing,0.2714034616947174
Failures or sabotage of car components,Identity theft of driver,0.5293086767196655
Failures or sabotage of car components,Infotainment alteration,0.2870614528656006
Failures or sabotage of car components,Infotainment malware,0.5352206230163574
Failures or sabotage of car components,Infotainment reverse engineering,0.40772026777267456
Failures or sabotage of car components,Loss of GNSS signal,0.13610264658927917
Failures or sabotage of car components,Man-in-the-middle attack / Session hijacking in OEM and/or car services,0.4865206182003021
Failures or sabotage of car components,Manipulation of information in OEM and/or car services,0.5339142680168152
Failures or sabotage of car components,Mobile app malware,0.3737291097640991
Failures or sabotage of car components,Mobile app spoofing,0.37123382091522217
Failures or sabotage of car components,OEM targeted attacks,0.08497614413499832
Failures or sabotage of car components,OEM servers information leakage,0.16491150856018066
Failures or sabotage of car components,Servers violation in OEM services,0.23549580574035645
Failures or sabotage of car components,Side-channel attacks against car components,0.5845683813095093
Failures or sabotage of car components,Smart key bruteforcing,0.27313700318336487
Failures or sabotage of car components,Smart key cloning,0.24804630875587463
Failures or sabotage of car components,Smart key jamming,0.4065181612968445
Failures or sabotage of car components,Software vulnerabilities exploitation in OEM and/or car services,0.5782452821731567
Failures or sabotage of car components,Theft of car,0.6264749765396118
Failures or sabotage of car components,Threats targeting autonomous sensors,0.3026375472545624
Failures or sabotage of car components,Unauthorised access in OEM and/or car services,0.48166465759277344
Failures or sabotage of car components,Unreliable sources of information and/or rogue car components,0.6477469801902771
Failures or sabotage of car components,V2X data tampering,0.2281206250190735
Failures or sabotage of car components,V2X Denial of Service,0.13673695921897888
Failures or sabotage of car components,V2X eavesdropping,0.12490147352218628
Failures or sabotage of car components,V2X message replay,0.052475981414318085
Failures or sabotage of car components,Violation of rules and regulations/Breach of legislation/ Abuse of driver personal data,0.5079013109207153
Failures or sabotage of car components,Collection of data not required for the driver-consented purpose,0.3479769825935364
Failures or sabotage of car components,Consent-related issues with driver,0.35145044326782227
Failures or sabotage of car components,Data aggregation and profiling of driver,0.2770657241344452
Failures or sabotage of car components,Inability of driver to access and modify data,0.3840819001197815
Failures or sabotage of car components,"Inappropriate or non-transparent policies, agreements, terms and conditions to driver",0.5443921089172363
Failures or sabotage of car components,Insecure data transfer in OEM and/or car services,0.4275752305984497
Failures or sabotage of car components,Insufficient data breach response from OEM,0.14369119703769684
Failures or sabotage of car components,Insufficient data quality in OEM and/or car services,0.5691533088684082
Failures or sabotage of car components,Insufficient data structure model to handle driver rights,0.44970202445983887
Failures or sabotage of car components,Insufficient deletion of driver data,0.38229185342788696
Failures or sabotage of car components,Misleading content in OEM services,0.3042804002761841
Failures or sabotage of car components,Operator-sided data leakage in OEM and/or car devices,0.548436164855957
Failures or sabotage of car components,Secondary use of driver data,0.31868481636047363
Failures or sabotage of car components,"Sharing, transfer or processing through 3rd party of driver data",0.2722351551055908
Failures or sabotage of car components,Software vulnerabilities exploitation in OEM and/or car services,0.5782452821731567
GPS spoofing,Identity theft of driver,0.34862810373306274
GPS spoofing,Infotainment alteration,0.1873255968093872
GPS spoofing,Infotainment malware,0.25826653838157654
GPS spoofing,Infotainment reverse engineering,0.3417336046695709
GPS spoofing,Loss of GNSS signal,0.42600175738334656
GPS spoofing,Man-in-the-middle attack / Session hijacking in OEM and/or car services,0.10466080158948898
GPS spoofing,Manipulation of information in OEM and/or car services,0.27672281861305237
GPS spoofing,Mobile app malware,0.3103138208389282
GPS spoofing,Mobile app spoofing,0.5466857552528381
GPS spoofing,OEM targeted attacks,0.1039339154958725
GPS spoofing,OEM servers information leakage,0.18675027787685394
GPS spoofing,Servers violation in OEM services,0.15742047131061554
GPS spoofing,Side-channel attacks against car components,0.13241997361183167
GPS spoofing,Smart key bruteforcing,0.32815611362457275
GPS spoofing,Smart key cloning,0.31700122356414795
GPS spoofing,Smart key jamming,0.39594653248786926
GPS spoofing,Software vulnerabilities exploitation in OEM and/or car services,0.13711042702198029
GPS spoofing,Theft of car,0.2380501925945282
GPS spoofing,Threats targeting autonomous sensors,0.23074181377887726
GPS spoofing,Unauthorised access in OEM and/or car services,0.16622695326805115
GPS spoofing,Unreliable sources of information and/or rogue car components,0.2613660395145416
GPS spoofing,V2X data tampering,0.34046846628189087
GPS spoofing,V2X Denial of Service,0.04114659130573273
GPS spoofing,V2X eavesdropping,0.19510868191719055
GPS spoofing,V2X message replay,0.19671717286109924
GPS spoofing,Violation of rules and regulations/Breach of legislation/ Abuse of driver personal data,0.2209872454404831
GPS spoofing,Collection of data not required for the driver-consented purpose,0.2239830642938614
GPS spoofing,Consent-related issues with driver,0.14272019267082214
GPS spoofing,Data aggregation and profiling of driver,0.21869230270385742
GPS spoofing,Inability of driver to access and modify data,0.21587038040161133
GPS spoofing,"Inappropriate or non-transparent policies, agreements, terms and conditions to driver",0.16669708490371704
GPS spoofing,Insecure data transfer in OEM and/or car services,0.1922117918729782
GPS spoofing,Insufficient data breach response from OEM,-0.0005956683307886124
GPS spoofing,Insufficient data quality in OEM and/or car services,0.14017117023468018
GPS spoofing,Insufficient data structure model to handle driver rights,0.17646551132202148
GPS spoofing,Insufficient deletion of driver data,0.14703448116779327
GPS spoofing,Misleading content in OEM services,0.3195115625858307
GPS spoofing,Operator-sided data leakage in OEM and/or car devices,0.18233400583267212
GPS spoofing,Secondary use of driver data,0.24353599548339844
GPS spoofing,"Sharing, transfer or processing through 3rd party of driver data",0.2141450047492981
GPS spoofing,Software vulnerabilities exploitation in OEM and/or car services,0.13711042702198029
Identity theft of driver,Infotainment alteration,0.24278052151203156
Identity theft of driver,Infotainment malware,0.44830161333084106
Identity theft of driver,Infotainment reverse engineering,0.3533346354961395
Identity theft of driver,Loss of GNSS signal,0.19566023349761963
Identity theft of driver,Man-in-the-middle attack / Session hijacking in OEM and/or car services,0.4362209737300873
Identity theft of driver,Manipulation of information in OEM and/or car services,0.5066131353378296
Identity theft of driver,Mobile app malware,0.32478415966033936
Identity theft of driver,Mobile app spoofing,0.28333914279937744
Identity theft of driver,OEM targeted attacks,0.0838993638753891
Identity theft of driver,OEM servers information leakage,0.3532062768936157
Identity theft of driver,Servers violation in OEM services,0.20964616537094116
Identity theft of driver,Side-channel attacks against car components,0.3863942623138428
Identity theft of driver,Smart key bruteforcing,0.4146566390991211
Identity theft of driver,Smart key cloning,0.3483090102672577
Identity theft of driver,Smart key jamming,0.406821072101593
Identity theft of driver,Software vulnerabilities exploitation in OEM and/or car services,0.4975220561027527
Identity theft of driver,Theft of car,0.7810202240943909
Identity theft of driver,Threats targeting autonomous sensors,0.33996057510375977
Identity theft of driver,Unauthorised access in OEM and/or car services,0.4850456118583679
Identity theft of driver,Unreliable sources of information and/or rogue car components,0.46783655881881714
Identity theft of driver,V2X data tampering,0.292606920003891
Identity theft of driver,V2X Denial of Service,0.10089068859815598
Identity theft of driver,V2X eavesdropping,0.2056908905506134
Identity theft of driver,V2X message replay,0.1184612363576889
Identity theft of driver,Violation of rules and regulations/Breach of legislation/ Abuse of driver personal data,0.47306808829307556
Identity theft of driver,Collection of data not required for the driver-consented purpose,0.3657079339027405
Identity theft of driver,Consent-related issues with driver,0.29156333208084106
Identity theft of driver,Data aggregation and profiling of driver,0.4722476899623871
Identity theft of driver,Inability of driver to access and modify data,0.3887472152709961
Identity theft of driver,"Inappropriate or non-transparent policies, agreements, terms and conditions to driver",0.3477433919906616
Identity theft of driver,Insecure data transfer in OEM and/or car services,0.4750984311103821
Identity theft of driver,Insufficient data breach response from OEM,-0.0010875985026359558
Identity theft of driver,Insufficient data quality in OEM and/or car services,0.38370636105537415
Identity theft of driver,Insufficient data structure model to handle driver rights,0.3810350000858307
Identity theft of driver,Insufficient deletion of driver data,0.3987765312194824
Identity theft of driver,Misleading content in OEM services,0.17360156774520874
Identity theft of driver,Operator-sided data leakage in OEM and/or car devices,0.5555895566940308
Identity theft of driver,Secondary use of driver data,0.41168949007987976
Identity theft of driver,"Sharing, transfer or processing through 3rd party of driver data",0.3866475820541382
Identity theft of driver,Software vulnerabilities exploitation in OEM and/or car services,0.4975220561027527
Infotainment alteration,Infotainment malware,0.42846226692199707
Infotainment alteration,Infotainment reverse engineering,0.6006132960319519
Infotainment alteration,Loss of GNSS signal,0.13391655683517456
Infotainment alteration,Man-in-the-middle attack / Session hijacking in OEM and/or car services,0.2025069296360016
Infotainment alteration,Manipulation of information in OEM and/or car services,0.3470737934112549
Infotainment alteration,Mobile app malware,0.05591629445552826
Infotainment alteration,Mobile app spoofing,0.18145598471164703
Infotainment alteration,OEM targeted attacks,0.21671506762504578
Infotainment alteration,OEM servers information leakage,0.18677029013633728
Infotainment alteration,Servers violation in OEM services,0.25075626373291016
Infotainment alteration,Side-channel attacks against car components,0.3813849985599518
Infotainment alteration,Smart key bruteforcing,0.12952104210853577
Infotainment alteration,Smart key cloning,0.08701791614294052
Infotainment alteration,Smart key jamming,0.15626193583011627
Infotainment alteration,Software vulnerabilities exploitation in OEM and/or car services,0.28976738452911377
Infotainment alteration,Theft of car,0.2545106112957001
Infotainment alteration,Threats targeting autonomous sensors,0.1543216109275818
Infotainment alteration,Unauthorised access in OEM and/or car services,0.3220035433769226
Infotainment alteration,Unreliable sources of information and/or rogue car components,0.3588818609714508
Infotainment alteration,V2X data tampering,0.18590480089187622
Infotainment alteration,V2X Denial of Service,0.033362552523612976
Infotainment alteration,V2X eavesdropping,0.11793816834688187
Infotainment alteration,V2X message replay,0.16894876956939697
Infotainment alteration,Violation of rules and regulations/Breach of legislation/ Abuse of driver personal data,0.2256268560886383
Infotainment alteration,Collection of data not required for the driver-consented purpose,0.32751303911209106
Infotainment alteration,Consent-related issues with driver,0.31409263610839844
Infotainment alteration,Data aggregation and profiling of driver,0.3666136860847473
Infotainment alteration,Inability of driver to access and modify data,0.48940110206604004
Infotainment alteration,"Inappropriate or non-transparent policies, agreements, terms and conditions to driver",0.3115115165710449
Infotainment alteration,Insecure data transfer in OEM and/or car services,0.20976929366588593
Infotainment alteration,Insufficient data breach response from OEM,0.021881407126784325
Infotainment alteration,Insufficient data quality in OEM and/or car services,0.3034631013870239
Infotainment alteration,Insufficient data structure model to handle driver rights,0.3011506199836731
Infotainment alteration,Insufficient deletion of driver data,0.29558485746383667
Infotainment alteration,Misleading content in OEM services,0.29417845606803894
Infotainment alteration,Operator-sided data leakage in OEM and/or car devices,0.33799225091934204
Infotainment alteration,Secondary use of driver data,0.2912861406803131
Infotainment alteration,"Sharing, transfer or processing through 3rd party of driver data",0.23300009965896606
Infotainment alteration,Software vulnerabilities exploitation in OEM and/or car services,0.28976738452911377
Infotainment malware,Infotainment reverse engineering,0.49067407846450806
Infotainment malware,Loss of GNSS signal,0.09941212832927704
Infotainment malware,Man-in-the-middle attack / Session hijacking in OEM and/or car services,0.3925513029098511
Infotainment malware,Manipulation of information in OEM and/or car services,0.4864040017127991
Infotainment malware,Mobile app malware,0.4883323311805725
Infotainment malware,Mobile app spoofing,0.31791526079177856
Infotainment malware,OEM targeted attacks,0.2324671447277069
Infotainment malware,OEM servers information leakage,0.27028870582580566
Infotainment malware,Servers violation in OEM services,0.3612421154975891
Infotainment malware,Side-channel attacks against car components,0.46733012795448303
Infotainment malware,Smart key bruteforcing,0.39687660336494446
Infotainment malware,Smart key cloning,0.34709155559539795
Infotainment malware,Smart key jamming,0.41948214173316956
Infotainment malware,Software vulnerabilities exploitation in OEM and/or car services,0.495943546295166
Infotainment malware,Theft of car,0.43179598450660706
Infotainment malware,Threats targeting autonomous sensors,0.3660334348678589
Infotainment malware,Unauthorised access in OEM and/or car services,0.3845835328102112
Infotainment malware,Unreliable sources of information and/or rogue car components,0.3891175389289856
Infotainment malware,V2X data tampering,0.36927855014801025
Infotainment malware,V2X Denial of Service,0.15337353944778442
